person,num_credits,potential_percent,def_percent,snl_percent,current,year_start,year_end,num_seasons_total,num_seasons_writer,num_seasons_headwriter,num_seasons_actor,num_seasons_rep,num_seasons_featured,num_seasons_middle,num_seasons_weekend_update,num_episodes_weekend_updates,best_of,num_episodes_hosted,imdb_link,num_episodes_writer,num_episodes_actor,num_episodes_other,coefficient
James Eagan,10,0.4,0.1,0,False,2002.0,2004.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0247063/?ref_=fn_nm_nm_0,39.0,0.0,0.0,0.0068264547551909
Corwin Moore,1,1.0,1.0,0,False,2002.0,2003.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0601074/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Eric Slovin,20,1.0,0.3,0.25,False,2002.0,2005.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0806246/?ref_=fn_nm_nm_1,60.0,11.0,0.0,0.0118059471930274
Emily Spivey,23,0.9130434782608695,0.43478260869565216,0.21739130434782608,False,2002.0,2010.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0819225/?ref_=fn_nm_nm_1,180.0,7.0,1.0,0.031106476194915
Jordan Black,116,0.43103448275862066,0.02586206896551724,0.017241379310344827,False,2003.0,2004.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0085359/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Liz Cackowski,37,0.8648648648648649,0.16216216216216217,0.13513513513513514,False,2003.0,2006.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1560199/?ref_=fn_nm_nm_0,59.0,5.0,0.0,0.010929714991494
David Iserson,12,0.5,0.16666666666666666,0.08333333333333333,False,2003.0,2004.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1503347/?ref_=fn_nm_nm_0,20.0,0.0,0.0,0.0034734683414509
Joe Kelly,20,0.85,0.3,0.15,False,2003.0,2013.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1918708/?ref_=fn_nm_nm_0,59.0,1.0,0.0,0.0104258814756123
John Lutz,58,0.7413793103448276,0.1724137931034483,0.10344827586206896,False,2003.0,2010.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0527572/?ref_=fn_nm_nm_0,115.0,21.0,0.0,0.0239473561557642
J.B. Smoove,212,0.7405660377358491,0.02830188679245283,0.018867924528301886,False,2003.0,2006.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1356578/?ref_=fn_nm_nm_0,60.0,12.0,0.0,0.0119319055719978
Rich Talarico,13,0.7692307692307693,0.07692307692307693,0,False,2003.0,2005.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0847822/?ref_=fn_nm_nm_0,40.0,1.0,0.0,0.0070728950618722
Alex Baze,18,1.0,0.8333333333333334,0.5555555555555556,False,2004.0,2014.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1733287/?ref_=fn_nm_nm_0,195.0,0.0,56.0,0.0356656801286383
Matt Murray (I),15,1.0,0.13333333333333333,0.06666666666666667,False,2004.0,2007.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1230361/?ref_=fn_al_nm_2,139.0,0.0,0.0,0.0199384773135093
Lauren Pomerantz,11,0.7272727272727273,0.09090909090909091,0,False,2004.0,2005.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1729395/?ref_=fn_nm_nm_0,20.0,0.0,0.0,0.0034734683414509
Akiva Schaffer,105,0.9809523809523809,0.2857142857142857,0.0761904761904762,False,2005.0,2011.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1676223/?ref_=fn_nm_nm_0,116.0,8.0,71.0,0.0233106895667777
Jorma Taccone,116,0.9051724137931034,0.1896551724137931,0.08620689655172414,False,2005.0,2011.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1672246/?ref_=fn_nm_nm_0,100.0,22.0,29.0,0.0219963412644776
Bryan H. Tucker,31,0.8709677419354839,0.45161290322580644,0.25806451612903225,True,2005.0,2023.0,18.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1317704/?ref_=fn_nm_nm_1,327.0,9.0,0.0,0.101346818609059
Marika Sawyer,13,1.0,0.6923076923076923,0.3076923076923077,False,2006.0,2014.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2854926/?ref_=fn_nm_nm_0,142.0,2.0,0.0,0.0258709887907529
John Solomon,28,0.9642857142857143,0.7142857142857143,0.25,False,2006.0,2015.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1231253/?ref_=fn_nm_nm_0,148.0,7.0,17.0,0.0287530003961688
Rob Klein,18,1.0,0.6666666666666666,0.3333333333333333,False,2007.0,2017.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2914092/?ref_=fn_nm_nm_1,182.0,0.0,0.0,0.0775660087157139
Simon Rich,15,1.0,0.3333333333333333,0.06666666666666667,False,2007.0,2011.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2919995/?ref_=fn_nm_nm_0,84.0,4.0,0.0,0.0148796345925287
Kent Sublette,11,0.8181818181818182,0.6363636363636364,0.18181818181818182,True,2007.0,2023.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1229014/?ref_=fn_nm_nm_1,249.0,3.0,0.0,0.1130241517326559
Jessica Conrad,15,0.6666666666666666,0.2,0,False,2008.0,2012.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3165087/?ref_=fn_nm_nm_0,82.0,0.0,0.0,0.0141348372212253
John Mulaney,111,0.8288288288288288,0.1981981981981982,0.13513513513513514,False,2008.0,2012.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://www.imdb.com/name/nm1825214/?ref_=fn_nm_nm_1,97.0,5.0,32.0,0.0174480902332735
Jillian Bell,100,0.82,0.03,0.01,False,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3255459/?ref_=fn_nm_nm_0,22.0,1.0,0.0,0.003840390575843
Hannibal Buress,170,0.7058823529411765,0.01764705882352941,0.0058823529411764705,False,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2868110/?ref_=fn_nm_nm_0,22.0,2.0,0.0,0.0039663489548134
Jessi Klein,26,0.9230769230769231,0.038461538461538464,0,False,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1585728/?ref_=fn_nm_nm_0,20.0,2.0,0.0,0.0037253850993917
Christine Nangle,27,0.8518518518518519,0.1111111111111111,0.037037037037037035,False,2009.0,2012.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3652881/?ref_=fn_nm_nm_1,62.0,2.0,0.0,0.0109132856377152
Michael Patrick O'Brien,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ryan Perez (I),105,0.3238095238095238,0.01904761904761905,0,False,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1885677/?ref_=fn_al_nm_2,22.0,1.0,0.0,0.003840390575843
Heather Anne Campbell,49,0.5510204081632653,0.02040816326530612,0,False,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2216111/?ref_=fn_nm_nm_0,22.0,0.0,0.0,0.0037144321968725
Matthew Craig (II),17,0.23529411764705882,0.058823529411764705,0,False,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2924462/?ref_=fn_nm_nm_1,5.0,0.0,0.0,0.0016662394257882
Tom Flanigan (I),3,0.3333333333333333,0.3333333333333333,0,False,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2475841/?ref_=fn_nm_nm_1,1.0,0.0,0.0,0.0011843117149448
Shelly Gossman,8,1.0,0.5,0.25,False,2010.0,2012.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4586457/?ref_=fn_nm_nm_0,10.0,1.0,0.0,0.0034584372305469
Jonathan Krisel,24,0.7083333333333334,0.20833333333333334,0.16666666666666666,False,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1730037/?ref_=fn_nm_nm_1,23.0,0.0,9.0,0.0040813544312647
Sarah Schneider,18,0.8333333333333334,0.3888888888888889,0.1111111111111111,False,2010.0,2017.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1365351/?ref_=fn_nm_nm_0,75.0,1.0,0.0,0.0380374828964934
Zach Kanin,11,1.0,0.6363636363636364,0.36363636363636365,False,2011.0,2016.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2385671/?ref_=fn_nm_nm_1,97.0,0.0,0.0,0.017005895924122
Chris Kelly,35,0.7142857142857143,0.2,0.05714285714285714,False,2011.0,2017.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6287571/?ref_=fn_nm_nm_2,88.0,0.0,0.0,0.0419853883619584
Pete Schultz,29,0.8275862068965517,0.41379310344827586,0.20689655172413793,True,2011.0,2023.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3965483/?ref_=fn_nm_nm_0,226.0,0.0,8.0,0.0402139311598424
Neil Casey,73,0.7534246575342466,0.0684931506849315,0.0410958904109589,False,2012.0,2013.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2654481/?ref_=fn_nm_nm_0,19.0,0.0,0.0,0.00335298641374
Josh Patten,19,0.8421052631578947,0.5263157894736842,0.3684210526315789,True,2012.0,2023.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4483652/?ref_=fn_nm_nm_1,192.0,0.0,0.0,0.0348346577800564
Claire Mulaney,6,1.0,0.3333333333333333,0,False,2013.0,2015.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6004139/?ref_=fn_nm_nm_1,42.0,0.0,0.0,0.0071879005383235
Katie Rich,23,0.7391304347826086,0.21739130434782608,0.08695652173913043,False,2013.0,2019.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5098521/?ref_=fn_nm_nm_0,106.0,1.0,0.0,0.019280021439724
LaKendra Tookes,7,1.0,0.14285714285714285,0,False,2013.0,2014.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6228635/?ref_=fn_nm_nm_1,11.0,0.0,0.0,0.0023891309920533
Jeremy Beiler,19,0.8947368421052632,0.2631578947368421,0.15789473684210525,False,2014.0,2017.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1501030/?ref_=fn_nm_nm_0,61.0,0.0,0.0,0.0094770571648295
Dave McCary,12,0.8333333333333334,0.6666666666666666,0.16666666666666666,False,2014.0,2018.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5050824/?ref_=fn_nm_nm_0,84.0,0.0,22.0,0.0139143809279671
Natasha Rothwell,50,0.7,0.04,0.02,False,2014.0,2015.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5625020/?ref_=fn_nm_nm_0,21.0,0.0,0.0,0.0035939502691617
Nicholas Rutherford,38,0.5263157894736842,0.02631578947368421,0,False,2014.0,2015.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0751990/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Meredith Scardino,13,0.8461538461538461,0.3076923076923077,0.23076923076923078,False,2014.0,2015.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2227704/?ref_=fn_nm_nm_0,9.0,0.0,0.0,0.0021481671366316
Chris Belair,4,1.0,0.75,0.5,False,2015.0,2016.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3677049/?ref_=fn_nm_nm_0,21.0,0.0,0.0,0.0035939502691617
Paul Masella,4,1.0,0.75,0.5,False,2015.0,2016.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3688724/?ref_=fn_nm_nm_0,21.0,0.0,0.0,0.0035939502691617
Dave Sirus,9,0.7777777777777778,0.2222222222222222,0.1111111111111111,False,2015.0,2016.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3461468/?ref_=fn_nm_nm_0,30.0,0.0,0.0,0.0046782876185593
Will Stephen,9,0.7777777777777778,0.2222222222222222,0,True,2015.0,2023.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5560794/?ref_=fn_nm_nm_0,142.0,0.0,0.0,0.0256190720328121
Kristen Bartlett,10,0.7,0.2,0,False,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4434455/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0053806716226608
Zack Bornstein,20,0.6,0.15,0.05,False,2016.0,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4956526/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Joanna Bradley,9,0.7777777777777778,0.2222222222222222,0,False,2016.0,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5400395/?ref_=fn_nm_nm_0,21.0,0.0,0.0,0.0035939502691617
Anna Drezen,21,0.6666666666666666,0.14285714285714285,0.047619047619047616,True,2016.0,2022.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4871432/?ref_=fn_nm_nm_0,116.0,0.0,0.0,0.070358882337862
Nick Kocher,16,1.0,0.125,0,False,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3304457/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0053806716226608
Michael Koman,8,0.625,0.25,0,False,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0464523/?ref_=fn_nm_nm_0,52.0,0.0,0.0,0.0094565496026659
Michael Koman,8,0.625,0.25,0,False,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0464523/?ref_=fn_nm_nm_0,52.0,0.0,0.0,0.0094565496026659
Brian McElhaney,15,0.8,0.13333333333333333,0,False,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3537795/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0053806716226608
Drew Michael,8,0.625,0.25,0,False,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6569383/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0046577800563957
Julio Torres,32,0.90625,0.1875,0.125,False,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7088580/?ref_=fn_nm_nm_1,61.0,0.0,0.0,0.0105408869520635
Steven Castillo,7,0.8571428571428571,0.14285714285714285,0,True,2017.0,2022.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm9163311/?ref_=fn_nm_nm_1,89.0,0.0,0.0,0.0160420405024352
Claire Friedman,5,1.0,0.2,0,False,2017.0,2018.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm8077083/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Fran Gillespie,27,0.6296296296296297,0.14814814814814814,0.07407407407407407,True,2015.0,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5246001/?ref_=fn_nm_nm_0,123.0,0.0,0.0,0.0212022558318379
Sudi Green,30,0.5,0.26666666666666666,0.2,True,2015.0,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6003622/?ref_=fn_nm_nm_0,124.0,0.0,0.0,0.0213227377595488
Sam Jay,56,0.6964285714285714,0.10714285714285714,0.08928571428571429,True,2017.0,2021.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7615637/?ref_=fn_nm_nm_1,70.0,1.0,0.0,0.0128150124676656
Erik Marino,2,1.0,0.5,0,False,2017.0,2018.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0547765/?ref_=fn_nm_nm_0,21.0,0.0,0.0,0.0035939502691617
Nimesh Patel,11,0.6363636363636364,0.09090909090909091,0,False,2017.0,2018.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7964342/?ref_=fn_nm_nm_0,21.0,0.0,0.0,0.0035939502691617
Gary Richardson,33,0.5454545454545454,0.09090909090909091,0.06060606060606061,False,2017.0,2021.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6324751/?ref_=fn_nm_nm_0,79.0,2.0,0.0,0.0140253081960336
Streeter Seidell,14,0.8571428571428571,0.42857142857142855,0.2857142857142857,True,2014.0,2023.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3289293/?ref_=fn_nm_nm_0,163.0,2.0,0.0,0.0701944223425894
Megan Callahan-Shah,5,1.0,0.8,0.4,True,2015.0,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4916386/?ref_=fn_nm_nm_1,146.0,0.0,0.0,0.0239733401691873
Alison Gates,2,1.0,0.5,0,False,2018.0,2021.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm10384188/?ref_=fn_nm_nm_0,80.0,2.0,0.0,0.0130819603365104
Alan Linic,2,0.5,0.5,0,False,2018.0,2019.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7860442/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Eli Coyote Mandel,4,0.75,0.25,0,False,2018.0,2019.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm8881698/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
